session_code,id_in_session,participant_code,channel,nickname,body,timestamp
v0bpsxm2,34,h8mn1ldu,8-live_bargaining-432,B2,alright,1715850196.9535959
v0bpsxm2,12,h8nknrk3,8-live_bargaining-424,A,yeah true ,1715850197.1704404
v0bpsxm2,5,txnxowyb,8-live_bargaining-421,A,yeah we are too nice I guess,1715850200.2698855
v0bpsxm2,32,ffegqwes,8-live_bargaining-432,A,ok,1715850203.4883952
v0bpsxm2,24,kfgiympu,8-live_bargaining-428,A,what do you think of 6,1715850205.3540862
v0bpsxm2,17,lhcqgubk,8-live_bargaining-425,B1,agree with B2,1715850205.822863
v0bpsxm2,1,vgs79s7u,8-live_bargaining-421,B2,This chat is a dangerous tool btw,1715850207.8255632
v0bpsxm2,28,j9s0vm81,8-live_bargaining-430,A,shall we all choose ID3 then?,1715850209.2461522
v0bpsxm2,14,pe10l88m,8-live_bargaining-426,B2,lets go we all would be broke without A,1715850213.9802794
v0bpsxm2,12,h8nknrk3,8-live_bargaining-424,A,I'm thinking about how the whole thing would be different if there wasn't a chat,1715850214.6490543
v0bpsxm2,5,txnxowyb,8-live_bargaining-421,A,for what?,1715850217.1564121
v0bpsxm2,36,gbwqq0rs,8-live_bargaining-432,B1,"since we have time, i suggest we all try to always push for these 40 30 30 splits",1715850225.9141018
v0bpsxm2,15,1tsbadmg,8-live_bargaining-425,A,fair ,1715850231.1636255
v0bpsxm2,22,g4jckmms,8-live_bargaining-428,B1,but if anyone is not agree we will earn 0,1715850233.7533357
v0bpsxm2,30,e104xl4i,8-live_bargaining-430,B1,the 4th one is even better,1715850234.4566655
v0bpsxm2,28,j9s0vm81,8-live_bargaining-430,A,oh yes ID 4 now is better,1715850237.3309557
v0bpsxm2,1,vgs79s7u,8-live_bargaining-421,B2,If you could draw stuff XD,1715850238.632204
v0bpsxm2,16,l078v2ul,8-live_bargaining-426,B1,thats tru,1715850239.194008
v0bpsxm2,18,p7ldsgd8,8-live_bargaining-426,A,thank you guys <3,1715850240.478549
v0bpsxm2,14,pe10l88m,8-live_bargaining-426,B2,no wasted points,1715850240.6680853
v0bpsxm2,1,vgs79s7u,8-live_bargaining-421,B2,like with the digits,1715850247.312021
v0bpsxm2,24,kfgiympu,8-live_bargaining-428,A,lets do 4 then,1715850247.8797345
v0bpsxm2,23,ggrdd5iq,8-live_bargaining-427,A,What about proposal 7 so we can distribute all the points?,1715850248.932203
v0bpsxm2,28,j9s0vm81,8-live_bargaining-430,A,okay let s all choose ID 4,1715850249.622023
v0bpsxm2,36,gbwqq0rs,8-live_bargaining-432,B1,"its 6 rounds, we can most likely always affect everyone else (since were only 35 people i think)",1715850249.7367356
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-429,B1,if we dont agree on the same none of us win anuthing,1715850256.316293
v0bpsxm2,1,vgs79s7u,8-live_bargaining-421,B2,UwU,1715850256.4152136
v0bpsxm2,15,1tsbadmg,8-live_bargaining-425,A,but i have to be in agroup otherwise no amount is gained,1715850257.9619184
v0bpsxm2,13,197er6a2,8-live_bargaining-425,B2,i say accept 1 or none,1715850258.227662
v0bpsxm2,20,0urjtojp,8-live_bargaining-428,B2,what about 5,1715850264.2265868
v0bpsxm2,22,g4jckmms,8-live_bargaining-428,B1,6 is fine for a and b1 but if b2 is no agree we will earn 0,1715850265.479623
v0bpsxm2,1,vgs79s7u,8-live_bargaining-421,B2,But that's as far as my ability goes ahhahaha,1715850266.3350022
v0bpsxm2,36,gbwqq0rs,8-live_bargaining-432,B1,i believe we will find each other again lol,1715850267.718226
v0bpsxm2,34,h8mn1ldu,8-live_bargaining-432,B2,sounds good,1715850268.9656677
v0bpsxm2,15,1tsbadmg,8-live_bargaining-425,A,i'm going for 5,1715850269.7774992
v0bpsxm2,36,gbwqq0rs,8-live_bargaining-432,B1,good luck to all ofc :),1715850273.6300519
v0bpsxm2,5,txnxowyb,8-live_bargaining-421,A,hahaha,1715850275.9695325
v0bpsxm2,15,1tsbadmg,8-live_bargaining-425,A,it's quite fair,1715850276.4728098
v0bpsxm2,32,ffegqwes,8-live_bargaining-432,A,:)),1715850278.1640325
v0bpsxm2,20,0urjtojp,8-live_bargaining-428,B2,I mean 5 is fair ,1715850281.393863
v0bpsxm2,34,h8mn1ldu,8-live_bargaining-432,B2,:),1715850283.8621635
v0bpsxm2,27,pgzf722x,8-live_bargaining-429,A,8?,1715850286.031206
v0bpsxm2,13,197er6a2,8-live_bargaining-425,B2,yess but b1 an b2 wont accept enything else,1715850286.5372074
v0bpsxm2,24,kfgiympu,8-live_bargaining-428,A,no because he is not included in the group,1715850286.8300388
v0bpsxm2,1,vgs79s7u,8-live_bargaining-421,B2,.________.,1715850288.0062814
v0bpsxm2,17,lhcqgubk,8-live_bargaining-425,B1,"and looking at average payoffs over all rounds, I would not want to get into a race to the bottom with B2 either, by giving more and more to A",1715850293.3303835
v0bpsxm2,22,g4jckmms,8-live_bargaining-428,B1,for me 5 is fair,1715850293.7015812
v0bpsxm2,8,uocdifm0,8-live_bargaining-424,B2,yes... you could just be an egoist without being called out,1715850296.2864413
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-429,B1,7 is more equal,1715850298.8262613
v0bpsxm2,30,e104xl4i,8-live_bargaining-430,B1,i prefere the 4th one ,1715850301.2061195
v0bpsxm2,12,h8nknrk3,8-live_bargaining-424,A,yeah,1715850303.0361223
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-429,B1,i even put myself lesss,1715850306.8024063
v0bpsxm2,27,pgzf722x,8-live_bargaining-429,A,ok,1715850308.59804
v0bpsxm2,24,kfgiympu,8-live_bargaining-428,A,fasttt,1715850309.997134
v0bpsxm2,12,h8nknrk3,8-live_bargaining-424,A,I already feel bad for proposing to my advantage,1715850316.2914145
v0bpsxm2,28,j9s0vm81,8-live_bargaining-430,A,we all get the same,1715850316.4241247
v0bpsxm2,1,vgs79s7u,8-live_bargaining-421,B2,O.O,1715850317.2681751
v0bpsxm2,32,ffegqwes,8-live_bargaining-432,A,but dont you think many people will try to get this combination?,1715850318.6910925
v0bpsxm2,15,1tsbadmg,8-live_bargaining-425,A,i'm going for 5,1715850318.8393412
v0bpsxm2,19,3bod94tp,8-live_bargaining-427,B2,i think 9 is very fair,1715850320.9507225
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-429,B1,b2?,1715850321.0732896
v0bpsxm2,22,g4jckmms,8-live_bargaining-428,B1,A change to 5,1715850322.8930082
v0bpsxm2,21,b5octfmz,8-live_bargaining-427,B1,yeah me too,1715850326.125485
v0bpsxm2,27,pgzf722x,8-live_bargaining-442,B1,hi,1715850376.1973257
v0bpsxm2,34,h8mn1ldu,8-live_bargaining-444,A,hey,1715850377.1654768
v0bpsxm2,11,nvbhjz3i,8-live_bargaining-435,B2,hello,1715850377.7861648
v0bpsxm2,7,ij2rrhyx,8-live_bargaining-435,A,Hello,1715850378.7114
v0bpsxm2,5,txnxowyb,8-live_bargaining-433,B2,Hey :),1715850378.8058689
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-441,B1,hello,1715850379.1279645
v0bpsxm2,33,37sp9sjc,8-live_bargaining-444,B1,Hello,1715850379.9626355
v0bpsxm2,25,cji72u0e,8-live_bargaining-441,B2,hello,1715850380.1445084
v0bpsxm2,36,gbwqq0rs,8-live_bargaining-443,B1,40 30 30? :),1715850380.4648802
v0bpsxm2,3,b3u444ci,8-live_bargaining-434,B2,HI,1715850381.019125
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,hey,1715850382.1684241
v0bpsxm2,1,vgs79s7u,8-live_bargaining-433,A,helooo,1715850382.959376
v0bpsxm2,32,ffegqwes,8-live_bargaining-444,B2,i suggest we make 40 30 30,1715850384.2377534
v0bpsxm2,30,e104xl4i,8-live_bargaining-441,A,hello,1715850387.3451567
v0bpsxm2,34,h8mn1ldu,8-live_bargaining-444,A,"what about A 40 B1, B2 30",1715850389.0768735
v0bpsxm2,6,u3tex7e3,8-live_bargaining-433,B1,hi,1715850391.0817752
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,what are you guys up to?,1715850391.2188354
v0bpsxm2,34,h8mn1ldu,8-live_bargaining-444,A,hahah alright,1715850393.676444
v0bpsxm2,22,g4jckmms,8-live_bargaining-440,A,Hi guys,1715850394.4633083
v0bpsxm2,7,ij2rrhyx,8-live_bargaining-435,A,Fair payment for everyone?,1715850395.022346
v0bpsxm2,9,xpnyaewq,8-live_bargaining-436,A,hii,1715850397.6950703
v0bpsxm2,28,j9s0vm81,8-live_bargaining-442,A,with ID1 we all get the same amount of money,1715850399.3690772
v0bpsxm2,27,pgzf722x,8-live_bargaining-442,B1,equal i9s good,1715850401.97864
v0bpsxm2,24,kfgiympu,8-live_bargaining-439,B1,letsgoo,1715850402.2908485
v0bpsxm2,35,rq6ucqv6,8-live_bargaining-443,B2,33 33 33 ?,1715850403.834434
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,anyone one split 90 points with me?,1715850407.3548636
v0bpsxm2,27,pgzf722x,8-live_bargaining-442,B1,yes,1715850408.7942913
v0bpsxm2,11,nvbhjz3i,8-live_bargaining-435,B2,that's what i'd suggest,1715850408.8400748
v0bpsxm2,22,g4jckmms,8-live_bargaining-440,A,"what about proposal 1, it is fair for me",1715850408.9585853
v0bpsxm2,8,uocdifm0,8-live_bargaining-436,B2,that's quite nice of you A,1715850409.5593271
v0bpsxm2,15,1tsbadmg,8-live_bargaining-438,B2,fair play,1715850410.0069118
v0bpsxm2,18,p7ldsgd8,8-live_bargaining-437,B1,nice,1715850410.1805792
v0bpsxm2,10,8zecqcvq,8-live_bargaining-436,B1,hello my friend:D,1715850411.1180553
v0bpsxm2,5,txnxowyb,8-live_bargaining-433,B2,"so, I guess A should propose something since we need you anyway",1715850413.483626
v0bpsxm2,36,gbwqq0rs,8-live_bargaining-443,B1,A get 5 less but gets an easy pass,1715850414.2630498
v0bpsxm2,13,197er6a2,8-live_bargaining-437,B2,very nicee,1715850414.3125596
v0bpsxm2,33,37sp9sjc,8-live_bargaining-444,B1,34 33 33?,1715850416.0634005
v0bpsxm2,28,j9s0vm81,8-live_bargaining-442,A,B2 what do you think?,1715850417.8483686
v0bpsxm2,11,nvbhjz3i,8-live_bargaining-435,B2,i guess player a can have the extra point haha,1715850422.199403
v0bpsxm2,24,kfgiympu,8-live_bargaining-439,B1,this experiment is quite fun,1715850422.241674
v0bpsxm2,26,0l3xkh9f,8-live_bargaining-442,B2,i agree,1715850424.3982458
v0bpsxm2,36,gbwqq0rs,8-live_bargaining-443,B1,i dont mind 33 ofc haha,1715850425.421901
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-441,B1,think proposal one is the most fair,1715850425.8698592
v0bpsxm2,7,ij2rrhyx,8-live_bargaining-435,A,Sounds good for me,1715850425.9419389
v0bpsxm2,4,ovi5mgfs,8-live_bargaining-434,B1,HI,1715850426.3821738
v0bpsxm2,15,1tsbadmg,8-live_bargaining-438,B2,propose A,1715850427.0400953
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,agree,1715850428.1413345
v0bpsxm2,9,xpnyaewq,8-live_bargaining-436,A,i think we should distribute it fair,1715850428.7175722
v0bpsxm2,17,lhcqgubk,8-live_bargaining-437,A,good luck in the next rounds folks,1715850429.9630854
v0bpsxm2,21,b5octfmz,8-live_bargaining-440,B1,"yeah, fine by me",1715850431.1245449
v0bpsxm2,1,vgs79s7u,8-live_bargaining-433,A,"yeah, 33 each sounds a bit generous",1715850431.2451682
v0bpsxm2,13,197er6a2,8-live_bargaining-437,B2,is it the same goup as before?,1715850433.391702
v0bpsxm2,28,j9s0vm81,8-live_bargaining-442,A,perfect then let s all agree on ID 1,1715850433.3985155
v0bpsxm2,23,ggrdd5iq,8-live_bargaining-439,B2,hahah ,1715850437.4801874
v0bpsxm2,22,g4jckmms,8-live_bargaining-440,A,proposal 2 sum 99 is not correct,1715850439.164937
v0bpsxm2,26,0l3xkh9f,8-live_bargaining-442,B2,lets choose ID1,1715850439.597771
v0bpsxm2,36,gbwqq0rs,8-live_bargaining-443,B1,"do the proposal, we can vote after",1715850442.0846229
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,aight,1715850444.1011426
v0bpsxm2,1,vgs79s7u,8-live_bargaining-433,A,what about,1715850445.7000759
v0bpsxm2,27,pgzf722x,8-live_bargaining-442,B1,ok,1715850445.8880503
v0bpsxm2,15,1tsbadmg,8-live_bargaining-438,B2,fair i'm down,1715850446.3665125
v0bpsxm2,8,uocdifm0,8-live_bargaining-436,B2,yes that would be nice,1715850448.3725312
v0bpsxm2,23,ggrdd5iq,8-live_bargaining-439,B2,kinda think it will be like this in every round,1715850451.4717298
v0bpsxm2,2,58qtb8v6,8-live_bargaining-434,A,hi,1715850452.8216407
v0bpsxm2,10,8zecqcvq,8-live_bargaining-436,B1,hahaha why am i excluded XD,1715850453.8277814
v0bpsxm2,18,p7ldsgd8,8-live_bargaining-437,B1,don't know,1715850455.2497425
v0bpsxm2,32,ffegqwes,8-live_bargaining-444,B2,idk i kinda like this proposal,1715850455.961556
v0bpsxm2,34,h8mn1ldu,8-live_bargaining-444,A,yes for me that wouöld work too,1715850458.8883882
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,i mean if B1 has nothing to say,1715850460.1824257
v0bpsxm2,22,g4jckmms,8-live_bargaining-440,A,ok lets do it proposal 1,1715850460.299775
v0bpsxm2,17,lhcqgubk,8-live_bargaining-437,A,no idea. last time A did not accept this proposal,1715850461.5528874
v0bpsxm2,18,p7ldsgd8,8-live_bargaining-437,B1,i was A before,1715850461.6173499
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,how many points did you get out of the last round?,1715850465.2444031
v0bpsxm2,32,ffegqwes,8-live_bargaining-444,B2,ok let's do 2 i guess,1715850471.0741873
v0bpsxm2,8,uocdifm0,8-live_bargaining-436,B2,just triyng my luck,1715850474.057677
v0bpsxm2,30,e104xl4i,8-live_bargaining-441,A,i like the 4th one as well,1715850475.3417208
v0bpsxm2,21,b5octfmz,8-live_bargaining-440,B1,i think you don't have to distiribute all the money... So it should work but 1 is fine by me aswell,1715850476.0896497
v0bpsxm2,34,h8mn1ldu,8-live_bargaining-444,A,alright,1715850476.655426
v0bpsxm2,7,ij2rrhyx,8-live_bargaining-435,A,Thank you for the the extra point :),1715850476.9133983
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,feel free to offer a better deal :),1715850477.8694434
v0bpsxm2,18,p7ldsgd8,8-live_bargaining-437,B1,and i accepted it,1715850480.4081767
v0bpsxm2,13,197er6a2,8-live_bargaining-437,B2,bc last round awas to greedy and we coudnt form a goup,1715850483.3336637
v0bpsxm2,11,nvbhjz3i,8-live_bargaining-435,B2,"6.6, same as here",1715850484.1481102
v0bpsxm2,33,37sp9sjc,8-live_bargaining-444,B1,nice!,1715850485.0679622
v0bpsxm2,16,l078v2ul,8-live_bargaining-438,B1,"I will not accept it, but i do not think it matters at this point xd",1715850486.892529
v0bpsxm2,24,kfgiympu,8-live_bargaining-439,B1,yeah it may,1715850488.310268
v0bpsxm2,3,b3u444ci,8-live_bargaining-434,B2,I heard others are typing a lot... lol,1715850489.3340802
v0bpsxm2,19,3bod94tp,8-live_bargaining-439,A,unless player a decides to be egoistic ,1715850490.3961158
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,do we need another one,1715850490.9837933
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-441,B1,we all have to agree on the same so ,1715850491.6427286
v0bpsxm2,11,nvbhjz3i,8-live_bargaining-435,B2,how about you?,1715850491.8273106
v0bpsxm2,17,lhcqgubk,8-live_bargaining-437,A,maybe i was with B2 then,1715850497.679227
v0bpsxm2,13,197er6a2,8-live_bargaining-437,B2,yeah good luck to you to A,1715850498.492257
v0bpsxm2,8,uocdifm0,8-live_bargaining-436,B2,maybe A wants to form a group with me :),1715850498.7675219
v0bpsxm2,1,vgs79s7u,8-live_bargaining-433,A,I propose these 3 options,1715850502.473227
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,I think 6.8 because I was A last round,1715850504.48161
v0bpsxm2,5,txnxowyb,8-live_bargaining-433,B2,I would be fine with 2 or 3 haha,1715850509.6626337
v0bpsxm2,13,197er6a2,8-live_bargaining-437,B2,nah i was b2 last time,1715850511.1866934
v0bpsxm2,21,b5octfmz,8-live_bargaining-440,B1,no i thhink we're good ,1715850512.663818
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-441,B1,we can all get some by choosing A,1715850512.7058856
v0bpsxm2,22,g4jckmms,8-live_bargaining-440,A,ok,1715850513.5368261
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,but honestly don't remember exactly,1715850514.208444
v0bpsxm2,17,lhcqgubk,8-live_bargaining-437,A,thanks :),1715850515.3425627
v0bpsxm2,11,nvbhjz3i,8-live_bargaining-435,B2,ohh okay makes sense,1715850516.2902722
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,4 is the same ,1715850517.0627441
v0bpsxm2,36,gbwqq0rs,8-live_bargaining-443,B1,"anyway since i have time, i believe in proposal 1 because it gives A (the powerful entity) enough to accept and we can really maximize profit for all in the 6 rounds",1715850518.3123913
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,nope only thing you can do is propose a better deal for me hahah,1715850518.7636828
v0bpsxm2,28,j9s0vm81,8-live_bargaining-442,A,"while we re waiting, where are you from?",1715850518.9301383
v0bpsxm2,4,ovi5mgfs,8-live_bargaining-434,B1,haha i wonder what they are talking about,1715850521.5869882
v0bpsxm2,30,e104xl4i,8-live_bargaining-441,A,"no, as long as B2 and me are choosing the 4th one, then it is good",1715850523.0752048
v0bpsxm2,11,nvbhjz3i,8-live_bargaining-435,B2,what do you guys study?,1715850523.7239575
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,lets try 4 ,1715850524.0862315
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-441,B1,if you choose 4 and I disagree you get nothing,1715850524.1696074
v0bpsxm2,8,uocdifm0,8-live_bargaining-436,B2,no I guess the 1 ist the nicest,1715850524.2454848
v0bpsxm2,22,g4jckmms,8-live_bargaining-440,A,we are good with proposal 1,1715850525.8878975
v0bpsxm2,7,ij2rrhyx,8-live_bargaining-435,A,Last round did not count ,1715850527.1505826
v0bpsxm2,2,58qtb8v6,8-live_bargaining-434,A,guess they have alot to tell about hahaha,1715850528.771523
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,sorry m8,1715850530.050994
v0bpsxm2,17,lhcqgubk,8-live_bargaining-437,A,"ya, and I was B1 last time",1715850532.021176
v0bpsxm2,6,u3tex7e3,8-live_bargaining-433,B1,2,1715850532.792664
v0bpsxm2,23,ggrdd5iq,8-live_bargaining-439,B2,damn ,1715850533.210999
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,yeah but if it were to count,1715850535.895767
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-441,B1,nope,1715850536.4890683
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,yes it is marked already ,1715850537.1336038
v0bpsxm2,8,uocdifm0,8-live_bargaining-436,B2,I would also be ok with nr.2,1715850538.7003849
v0bpsxm2,7,ij2rrhyx,8-live_bargaining-435,A,Mechanical Engineering,1715850539.0296922
v0bpsxm2,9,xpnyaewq,8-live_bargaining-436,A,i think I will be nice :),1715850540.9444053
v0bpsxm2,27,pgzf722x,8-live_bargaining-442,B1,im from turkey,1715850541.8103275
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,hahaha same,1715850542.5987952
v0bpsxm2,24,kfgiympu,8-live_bargaining-439,B1,damn,1715850543.5564694
v0bpsxm2,25,cji72u0e,8-live_bargaining-441,B2,if zou are not included,1715850543.6739507
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,but I think we could do second mark ,1715850547.5336022
v0bpsxm2,24,kfgiympu,8-live_bargaining-439,B1,i may,1715850548.1868505
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,no?,1715850549.8691347
v0bpsxm2,21,b5octfmz,8-live_bargaining-440,B1,no,1715850551.5174482
v0bpsxm2,26,0l3xkh9f,8-live_bargaining-442,B2,Turkey :),1715850551.6474075
v0bpsxm2,27,pgzf722x,8-live_bargaining-442,B1,where are you from,1715850553.730105
v0bpsxm2,17,lhcqgubk,8-live_bargaining-437,A,and B2 in my group proposed this,1715850555.5484855
v0bpsxm2,22,g4jckmms,8-live_bargaining-440,A,"no, just one",1715850555.6862159
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,the power of A,1715850556.4972622
v0bpsxm2,31,vmtvitch,8-live_bargaining-443,A,would also be for 1,1715850556.9500818
v0bpsxm2,29,m3jyk7ro,8-live_bargaining-441,B1,shit,1715850557.3757899
v0bpsxm2,28,j9s0vm81,8-live_bargaining-442,A,Switzerland ,1715850560.063391
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,ah ok ,1715850560.604752
v0bpsxm2,16,l078v2ul,8-live_bargaining-438,B1,xdxd no problem,1715850560.7288291
v0bpsxm2,1,vgs79s7u,8-live_bargaining-433,A,Maybe 2 to not let someone with nothing,1715850561.5904288
v0bpsxm2,35,rq6ucqv6,8-live_bargaining-443,B2,i can also accept prop 1,1715850564.2998595
v0bpsxm2,13,197er6a2,8-live_bargaining-437,B2,ahh :) well we made our point ;),1715850564.3673933
v0bpsxm2,10,8zecqcvq,8-live_bargaining-436,B1,i was reading yesterday,1715850564.6702785
v0bpsxm2,36,gbwqq0rs,8-live_bargaining-443,B1,"nice, lets simplify and go for 1 then",1715850573.9972098
v0bpsxm2,7,ij2rrhyx,8-live_bargaining-435,A,Bachelor or Master?,1715850575.035825
v0bpsxm2,6,u3tex7e3,8-live_bargaining-433,B1,jup,1715850575.2142696
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,xD,1715850576.689357
v0bpsxm2,5,txnxowyb,8-live_bargaining-433,B2,yeah that seems a bit harsh,1715850577.2436342
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,now we just wait?,1715850579.5954673
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,Bachelor,1715850583.5089624
v0bpsxm2,19,3bod94tp,8-live_bargaining-439,A,im too nice for this though,1715850585.9885285
v0bpsxm2,21,b5octfmz,8-live_bargaining-440,B1,"yeah, i think so",1715850586.899568
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,lets get that game rolling,1715850588.7913263
v0bpsxm2,7,ij2rrhyx,8-live_bargaining-435,A,Same,1715850589.114689
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,:o,1715850595.5157537
v0bpsxm2,22,g4jckmms,8-live_bargaining-440,A,"but if some is not agree with the proposal, the earning is 0 for everyone i think",1715850599.7395062
v0bpsxm2,3,b3u444ci,8-live_bargaining-434,B2,"btw, how did you made Plazer A, I felt mz hands were sour after slicing..",1715850599.7933862
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,boring,1715850599.974161
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,What about you B2?,1715850605.4351287
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,im sure B2 cannot be happy with that,1715850605.5185652
v0bpsxm2,24,kfgiympu,8-live_bargaining-439,B1,you re a real one,1715850606.8324587
v0bpsxm2,10,8zecqcvq,8-live_bargaining-436,B1,"and i came across this sentence: true sharing is not giving up or giving away what you have. instead, sharing brings more into your life. ",1715850607.2761376
v0bpsxm2,4,ovi5mgfs,8-live_bargaining-434,B1,hahahhaa,1715850610.6565466
v0bpsxm2,16,l078v2ul,8-live_bargaining-438,B1,hahaha,1715850612.1332126
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,yea,1715850612.785696
v0bpsxm2,1,vgs79s7u,8-live_bargaining-433,A,Now we have time to spam chat,1715850612.8114321
v0bpsxm2,2,58qtb8v6,8-live_bargaining-434,A,have you ever tried the white bueno chocolate ice cream?,1715850613.1376145
v0bpsxm2,27,pgzf722x,8-live_bargaining-442,B1,b2 are you also from turkey ,1715850613.8455548
v0bpsxm2,23,ggrdd5iq,8-live_bargaining-439,B2,thank guys hahah,1715850615.1221724
v0bpsxm2,11,nvbhjz3i,8-live_bargaining-435,B2,"medicine, but also at eth",1715850616.1088314
v0bpsxm2,1,vgs79s7u,8-live_bargaining-433,A,UwU,1715850616.5635452
v0bpsxm2,15,1tsbadmg,8-live_bargaining-438,B2,:) just wait and see,1715850617.341434
v0bpsxm2,21,b5octfmz,8-live_bargaining-440,B1,"yes, exactly so please guys don't change it",1715850618.5301783
v0bpsxm2,9,xpnyaewq,8-live_bargaining-436,A,I like it,1715850618.9572766
v0bpsxm2,10,8zecqcvq,8-live_bargaining-436,B1,"if you and i both have an apple, and we exchange them",1715850619.5236716
v0bpsxm2,2,58qtb8v6,8-live_bargaining-434,A,hahahhaahah i was really quick tho,1715850620.3133888
v0bpsxm2,1,vgs79s7u,8-live_bargaining-433,A,o.O,1715850626.8832812
v0bpsxm2,26,0l3xkh9f,8-live_bargaining-442,B2,Yes! what a chance :),1715850627.8279085
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,not changing it ,1715850628.5692034
v0bpsxm2,5,txnxowyb,8-live_bargaining-433,B2,oh no is it you from the round before again?,1715850630.665026
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,but I am bored ,1715850631.8172193
v0bpsxm2,22,g4jckmms,8-live_bargaining-440,A,of course im not dum haha,1715850632.4755535
v0bpsxm2,10,8zecqcvq,8-live_bargaining-436,B1,each of us still has an apple,1715850633.3791454
v0bpsxm2,5,txnxowyb,8-live_bargaining-433,B2,O.O,1715850635.8325412
v0bpsxm2,12,h8nknrk3,8-live_bargaining-435,B1,oof tough,1715850636.0498607
v0bpsxm2,22,g4jckmms,8-live_bargaining-440,A,same,1715850637.2653215
v0bpsxm2,4,ovi5mgfs,8-live_bargaining-434,B1,no i havent tried the ice cream is it delicious,1715850638.4313521
v0bpsxm2,1,vgs79s7u,8-live_bargaining-433,A,NO WAY AHAHAHAHA,1715850639.5789258
v0bpsxm2,10,8zecqcvq,8-live_bargaining-436,B1,but friendship is built that way,1715850640.970644
v0bpsxm2,21,b5octfmz,8-live_bargaining-440,B1,me too,1715850642.4885998
v0bpsxm2,5,txnxowyb,8-live_bargaining-433,B2,haha i was A there,1715850645.111397
v0bpsxm2,2,58qtb8v6,8-live_bargaining-434,A,yeahh extremely,1715850645.4796152
v0bpsxm2,8,uocdifm0,8-live_bargaining-436,B2,cute :),1715850649.4191012
v0bpsxm2,2,58qtb8v6,8-live_bargaining-434,A,you have to try it,1715850650.480582
v0bpsxm2,1,vgs79s7u,8-live_bargaining-433,A,lul,1715850652.7384455
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,I study linguistics,1715850652.8238149
v0bpsxm2,7,ij2rrhyx,8-live_bargaining-435,A,Its like speed dating with money for everyone ,1715850653.495413
v0bpsxm2,4,ovi5mgfs,8-live_bargaining-434,B1,coooll,1715850653.7903113
v0bpsxm2,14,pe10l88m,8-live_bargaining-438,A,deal before 10 sek,1715850655.8996344
v0bpsxm2,11,nvbhjz3i,8-live_bargaining-435,B2,i guess i could say the same thing about engeering haha,1715850656.2682865
v0bpsxm2,20,0urjtojp,8-live_bargaining-440,B2,you guys ,1715850660.063205
v0bpsxm2,19,3bod94tp,8-live_bargaining-439,A,see ya later alligators,1715850660.8645334
v0bpsxm2,10,8zecqcvq,8-live_bargaining-436,B1,"if you have a thought and i have some insights too, and we exchange them, each of us get 2 ",1715850661.7708929
v0bpsxm2,27,pgzf722x,8-live_bargaining-442,B1,bye,1715850663.858764
v0bpsxm2,21,b5octfmz,8-live_bargaining-440,B1,food science,1715850664.351582
